Case,Date,Sales Person,Activity
7709,11/19/2015,Mary,No Quote
7709,11/20/2015,Mary,Lose
7710,11/23/2015,Bill,Lead
7710,11/25/2015,Bill,Contact
7710,11/30/2015,Bill,Contact
7710,12/3/2015,Bill,No Quote
7710,12/4/2015,Bill,Lose
7711,12/7/2015,Jane,Lead
7711,12/9/2015,Jane,Contact
7711,12/10/2015,Jane,Contact
7711,12/11/2015,Jane,Contact
7711,12/14/2015,Jane,Contact
7711,12/16/2015,Jane,Contact
7711,12/17/2015,Jane,Quote
7711,12/18/2015,Jane,Win
7712,12/21/2015,Bob,Lead
7712,12/22/2015,Bob,Contact
7712,12/24/2015,Bob,Contact
7712,12/29/2015,Bob,Contact
7712,12/31/2015,Bob,No Quote
7712,1/1/2016,Bob,Lose
7713,1/4/2016,Mary,Lead
7713,1/6/2016,Mary,Contact
7713,1/7/2016,Mary,Contact
7713,1/14/2016,Mary,No Quote
7713,1/15/2016,Mary,Lose
7714,1/18/2016,Bill,Lead
7714,1/20/2016,Bill,Contact
7714,1/21/2016,Bill,Contact
7714,1/22/2016,Bill,Contact
7714,1/26/2016,Bill,Contact
7714,1/28/2016,Bill,No Quote
7714,1/29/2016,Bill,Lose
7715,2/1/2016,Jane,Lead
7715,2/2/2016,Jane,Contact
7715,2/4/2016,Jane,Contact
7715,2/8/2016,Jane,Contact
7715,2/11/2016,Jane,No Quote
7715,2/12/2016,Jane,Lose
7716,2/15/2016,Bob,Lead
7716,2/17/2016,Bob,Contact
7716,2/19/2016,Bob,Contact
7716,2/22/2016,Bob,Contact
7716,2/25/2016,Bob,No Quote
7716,2/26/2016,Bob,Lose
7717,2/29/2016,Mary,Lead
7717,3/1/2016,Mary,Contact
7717,3/3/2016,Mary,Contact
7717,3/8/2016,Mary,Contact
7717,3/9/2016,Mary,Contact
7717,3/10/2016,Mary,No Quote
7717,3/11/2016,Mary,Lose
7718,3/14/2016,Bill,Lead
7718,3/15/2016,Bill,Contact
7718,3/17/2016,Bill,Contact
7718,3/21/2016,Bill,Contact
7718,3/23/2016,Bill,Contact
7718,3/24/2016,Bill,No Quote
7718,3/25/2016,Bill,Lose
7719,3/28/2016,Jane,Lead
7719,3/30/2016,Jane,Contact
7719,3/31/2016,Jane,Contact
7719,4/1/2016,Jane,Contact
7719,4/4/2016,Jane,Contact
7719,4/5/2016,Jane,Contact
7719,4/6/2016,Jane,Contact
7719,4/7/2016,Jane,Quote
7719,4/8/2016,Jane,Win
7720,4/11/2016,Bob,Lead
7720,4/12/2016,Bob,Contact
7720,4/13/2016,Bob,Contact
7720,4/14/2016,Bob,Contact
7720,4/15/2016,Bob,Contact
7720,4/19/2016,Bob,Contact
7720,4/20/2016,Bob,Contact
7720,4/21/2016,Bob,No Quote
7720,4/22/2016,Bob,Lose
7721,4/25/2016,Mary,Lead
7721,4/27/2016,Mary,Contact
7721,5/2/2016,Mary,Contact
7721,5/3/2016,Mary,Contact
7721,5/5/2016,Mary,Quote
7721,5/6/2016,Mary,Win
7722,5/9/2016,Bill,Lead
7722,5/10/2016,Bill,Contact
7722,5/11/2016,Bill,Contact
7722,5/12/2016,Bill,Contact
7722,5/13/2016,Bill,Contact
7722,5/19/2016,Bill,No Quote
7722,5/20/2016,Bill,Lose
7723,5/23/2016,Jane,Lead
7723,5/24/2016,Jane,Contact
7723,5/25/2016,Jane,Contact
7723,5/26/2016,Jane,Contact
7723,6/2/2016,Jane,No Quote
7723,6/3/2016,Jane,Lose
7724,6/6/2016,Bob,Lead
7724,6/7/2016,Bob,Contact
7724,6/8/2016,Bob,Contact
7724,6/10/2016,Bob,Contact
7724,6/13/2016,Bob,Contact
7724,6/16/2016,Bob,No Quote
7724,6/17/2016,Bob,Lose
7725,6/20/2016,Mary,Lead
7725,6/21/2016,Mary,Contact
7725,6/24/2016,Mary,Contact
7725,6/27/2016,Mary,Contact
7725,6/28/2016,Mary,Contact
7725,6/29/2016,Mary,Contact
7725,6/30/2016,Mary,No Quote
7725,7/1/2016,Mary,Lose
7726,7/4/2016,Bill,Lead
7726,7/6/2016,Bill,Contact
7726,7/7/2016,Bill,Contact
7726,7/8/2016,Bill,Contact
7726,7/14/2016,Bill,No Quote
7726,7/15/2016,Bill,Lose
7727,7/18/2016,Jane,Lead
7727,7/19/2016,Jane,Contact
7727,7/25/2016,Jane,Contact
7727,7/28/2016,Jane,No Quote
7727,7/29/2016,Jane,Lose
7728,8/1/2016,Bob,Lead
7728,8/2/2016,Bob,Contact
7728,8/3/2016,Bob,Contact
7728,8/8/2016,Bob,Contact
7728,8/9/2016,Bob,Contact
7728,8/11/2016,Bob,Quote
7728,8/12/2016,Bob,Lose
7729,8/15/2016,Mary,Lead
7729,8/22/2016,Mary,Contact
7729,8/23/2016,Mary,Contact
7729,8/25/2016,Mary,No Quote
7729,8/26/2016,Mary,Lose
7730,8/29/2016,Bill,Lead
7730,8/30/2016,Bill,Contact
7730,8/31/2016,Bill,Contact
7730,9/1/2016,Bill,Contact
7730,9/2/2016,Bill,Contact
7730,9/6/2016,Bill,Contact
7730,9/8/2016,Bill,Quote
7730,9/9/2016,Bill,Win
7731,9/12/2016,Jane,Lead
7731,9/14/2016,Jane,Contact
7731,9/15/2016,Jane,Contact
7731,9/20/2016,Jane,Contact
7731,9/21/2016,Jane,Contact
7731,9/22/2016,Jane,No Quote
7731,9/23/2016,Jane,Lose
7732,9/26/2016,Bob,Lead
7732,9/28/2016,Bob,Contact
7732,9/29/2016,Bob,Contact
7732,9/30/2016,Bob,Contact
7732,10/6/2016,Bob,Quote
7732,10/7/2016,Bob,Win
7733,10/10/2016,Mary,Lead
7733,10/11/2016,Mary,Contact
7733,10/12/2016,Mary,Contact
7733,10/18/2016,Mary,Contact
7733,10/19/2016,Mary,Contact
7733,10/20/2016,Mary,No Quote
7733,10/21/2016,Mary,Lose
7734,10/24/2016,Bill,Lead
7734,10/26/2016,Bill,Contact
7734,10/27/2016,Bill,Contact
7734,11/3/2016,Bill,No Quote
7734,11/4/2016,Bill,Lose
7735,11/7/2016,Jane,Lead
7735,11/10/2016,Jane,Contact
7735,11/11/2016,Jane,Contact
7735,11/14/2016,Jane,Contact
7735,11/15/2016,Jane,Contact
7735,11/17/2016,Jane,No Quote
7735,11/18/2016,Jane,Lose
7736,11/21/2016,Bob,Lead
7736,11/22/2016,Bob,Contact
7736,11/24/2016,Bob,Contact
7736,11/25/2016,Bob,Contact
7736,11/28/2016,Bob,Contact
7736,11/29/2016,Bob,Contact
7736,12/1/2016,Bob,Quote
7736,12/2/2016,Bob,Lose
7737,12/5/2016,Mary,Lead
7737,12/9/2016,Mary,Contact
7737,12/12/2016,Mary,Contact
7737,12/13/2016,Mary,Contact
7737,12/14/2016,Mary,Contact
7737,12/15/2016,Mary,No Quote
7737,12/16/2016,Mary,Lose
7738,12/19/2016,Bill,Lead
7738,12/20/2016,Bill,Contact
7738,12/21/2016,Bill,Contact
7738,12/22/2016,Bill,Contact
7738,12/29/2016,Bill,No Quote
7738,12/30/2016,Bill,Lose
7739,1/1/2010,Jane,Lead
7739,1/5/2010,Jane,Contact
7739,1/7/2010,Jane,Contact
7739,1/8/2010,Jane,Contact
7739,1/11/2010,Jane,Contact
7739,1/13/2010,Jane,No Quote
7739,1/14/2010,Jane,Lose
7740,1/15/2010,Bob,Lead
7740,1/21/2010,Bob,Contact
7740,1/22/2010,Bob,Contact
7740,1/27/2010,Bob,No Quote
7740,1/28/2010,Bob,Lose
7741,1/29/2010,Mary,Lead
7741,2/1/2010,Mary,Contact
7741,2/2/2010,Mary,Contact
7741,2/5/2010,Mary,Contact
7741,2/8/2010,Mary,Contact
7741,2/10/2010,Mary,No Quote
7741,2/11/2010,Mary,Lose
7742,2/12/2010,Bill,Lead
7742,2/16/2010,Bill,Contact
7742,2/18/2010,Bill,Contact
7742,2/19/2010,Bill,Contact
7742,2/22/2010,Bill,Contact
7742,2/24/2010,Bill,No Quote
7742,2/25/2010,Bill,Lose
7743,2/26/2010,Jane,Lead
7743,3/1/2010,Jane,Contact
7743,3/2/2010,Jane,Contact
7743,3/4/2010,Jane,Contact
7743,3/5/2010,Jane,Contact
7743,3/10/2010,Jane,No Quote
7743,3/11/2010,Jane,Lose
7744,3/12/2010,Bob,Lead
7744,3/15/2010,Bob,Contact
7744,3/16/2010,Bob,Contact
7744,3/17/2010,Bob,Contact
7744,3/18/2010,Bob,Contact
7744,3/19/2010,Bob,Contact
7744,3/22/2010,Bob,Contact
7744,3/23/2010,Bob,Contact
7744,3/24/2010,Bob,Quote
7744,3/25/2010,Bob,Win
7745,3/26/2010,Mary,Lead
7745,3/29/2010,Mary,Contact
7745,3/30/2010,Mary,Contact
7745,3/31/2010,Mary,Contact
7745,4/1/2010,Mary,Contact
7745,4/5/2010,Mary,Contact
7745,4/6/2010,Mary,Contact
7745,4/7/2010,Mary,Quote
7745,4/8/2010,Mary,Win
7746,4/9/2010,Bill,Lead
7746,4/14/2010,Bill,Contact
7746,4/16/2010,Bill,Contact
7746,4/21/2010,Bill,No Quote
7746,4/22/2010,Bill,Lose
7747,4/23/2010,Jane,Lead
7747,4/27/2010,Jane,Contact
7747,4/28/2010,Jane,Contact
7747,4/29/2010,Jane,Contact
7747,4/30/2010,Jane,Contact
7747,5/3/2010,Jane,Contact
7747,5/5/2010,Jane,Quote
7747,5/6/2010,Jane,Lose
7748,5/7/2010,Bob,Lead
7748,5/13/2010,Bob,Contact
7748,5/18/2010,Bob,Contact
7748,5/19/2010,Bob,No Quote
7748,5/20/2010,Bob,Lose
7749,5/21/2010,Mary,Lead
7749,5/25/2010,Mary,Contact
7749,5/26/2010,Mary,Contact
7749,5/27/2010,Mary,Contact
7749,5/28/2010,Mary,Contact
7749,5/31/2010,Mary,Contact
7749,6/1/2010,Mary,Contact
7749,6/2/2010,Mary,No Quote
7749,6/3/2010,Mary,Lose
7750,6/4/2010,Bill,Lead
7750,6/8/2010,Bill,Contact
7750,6/9/2010,Bill,Contact
7750,6/10/2010,Bill,Contact
7750,6/11/2010,Bill,Contact
7750,6/16/2010,Bill,Quote
7750,6/17/2010,Bill,Lose
7751,6/18/2010,Jane,Lead
7751,6/22/2010,Jane,Contact
7751,6/29/2010,Jane,Contact
7751,6/30/2010,Jane,No Quote
7751,7/1/2010,Jane,Lose
7752,7/2/2010,Bob,Lead
7752,7/6/2010,Bob,Contact
7752,7/7/2010,Bob,Contact
7752,7/12/2010,Bob,Contact
7752,7/14/2010,Bob,Quote
7752,7/15/2010,Bob,Win
7753,7/16/2010,Mary,Lead
7753,7/20/2010,Mary,Contact
7753,7/21/2010,Mary,Contact
7753,7/22/2010,Mary,Contact
7753,7/23/2010,Mary,Contact
7753,7/26/2010,Mary,Contact
7753,7/28/2010,Mary,Quote
7753,7/29/2010,Mary,Win
7754,7/30/2010,Bill,Lead
7754,8/4/2010,Bill,Contact
7754,8/9/2010,Bill,Contact
7754,8/11/2010,Bill,No Quote
7754,8/12/2010,Bill,Lose
7755,8/13/2010,Jane,Lead
7755,8/16/2010,Jane,Contact
7755,8/18/2010,Jane,Contact
7755,8/23/2010,Jane,Contact
7755,8/24/2010,Jane,Contact
7755,8/25/2010,Jane,Quote
7755,8/26/2010,Jane,Win
7756,8/27/2010,Bob,Lead
7756,9/3/2010,Bob,Contact
7756,9/8/2010,Bob,No Quote
7756,9/9/2010,Bob,Lose
7757,9/10/2010,Mary,Lead
7757,9/15/2010,Mary,Contact
7757,9/16/2010,Mary,Contact
7757,9/22/2010,Mary,No Quote
7757,9/23/2010,Mary,Lose
7758,9/24/2010,Bill,Lead
7758,9/28/2010,Bill,Contact
7758,9/29/2010,Bill,Contact
7758,9/30/2010,Bill,Contact
7758,10/4/2010,Bill,Contact
7758,10/5/2010,Bill,Contact
7758,10/6/2010,Bill,Quote
7758,10/7/2010,Bill,Win
7759,10/8/2010,Jane,Lead
7759,10/12/2010,Jane,Contact
7759,10/14/2010,Jane,Contact
7759,10/18/2010,Jane,Contact
7759,10/20/2010,Jane,No Quote
7759,10/21/2010,Jane,Lose
7760,10/22/2010,Bob,Lead
7760,10/25/2010,Bob,Contact
7760,10/28/2010,Bob,Contact
7760,11/1/2010,Bob,Contact
7760,11/2/2010,Bob,Contact
7760,11/3/2010,Bob,No Quote
7760,11/4/2010,Bob,Lose
7761,11/5/2010,Mary,Lead
7761,11/11/2010,Mary,Contact
7761,11/12/2010,Mary,Contact
7761,11/17/2010,Mary,No Quote
7761,11/18/2010,Mary,Lose
7762,11/19/2010,Bill,Lead
7762,11/24/2010,Bill,Contact
7762,11/29/2010,Bill,Contact
7762,12/1/2010,Bill,No Quote
7762,12/2/2010,Bill,Lose
7763,12/3/2010,Jane,Lead
7763,12/6/2010,Jane,Contact
7763,12/8/2010,Jane,Contact
7763,12/13/2010,Jane,Contact
7763,12/14/2010,Jane,Contact
7763,12/15/2010,Jane,Quote
7763,12/16/2010,Jane,Lose
7764,12/17/2010,Bob,Lead
7764,12/20/2010,Bob,Contact
7764,12/21/2010,Bob,Contact
7764,12/22/2010,Bob,Contact
7764,12/24/2010,Bob,Contact
7764,12/27/2010,Bob,Contact
7764,12/29/2010,Bob,Quote
7764,12/30/2010,Bob,Lose
7765,12/31/2010,Mary,Lead
7765,1/4/2011,Mary,Contact
7765,1/6/2011,Mary,Contact
7765,1/10/2011,Mary,Contact
7765,1/11/2011,Mary,Contact
7765,1/12/2011,Mary,No Quote
7765,1/13/2011,Mary,Lose
7766,1/14/2011,Bill,Lead
7766,1/18/2011,Bill,Contact
7766,1/26/2011,Bill,No Quote
7766,1/27/2011,Bill,Lose
7767,1/28/2011,Jane,Lead
7767,1/31/2011,Jane,Contact
7767,2/2/2011,Jane,Contact
7767,2/7/2011,Jane,Contact
7767,2/8/2011,Jane,Contact
7767,2/9/2011,Jane,No Quote
7767,2/10/2011,Jane,Lose
7768,2/11/2011,Bob,Lead
7768,2/15/2011,Bob,Contact
7768,2/18/2011,Bob,Contact
7768,2/22/2011,Bob,Contact
7768,2/23/2011,Bob,No Quote
7768,2/24/2011,Bob,Lose
7769,2/25/2011,Mary,Lead
7769,3/1/2011,Mary,Contact
7769,3/2/2011,Mary,Contact
7769,3/3/2011,Mary,Contact
7769,3/9/2011,Mary,No Quote
7769,3/10/2011,Mary,Lose
7770,3/11/2011,Bill,Lead
7770,3/14/2011,Bill,Contact
7770,3/15/2011,Bill,Contact
7770,3/17/2011,Bill,Contact
7770,3/18/2011,Bill,Contact
7770,3/22/2011,Bill,Contact
7770,3/23/2011,Bill,Quote
7770,3/24/2011,Bill,Win
7771,3/25/2011,Jane,Lead
7771,3/30/2011,Jane,Contact
7771,4/1/2011,Jane,Contact
7771,4/5/2011,Jane,Contact
7771,4/6/2011,Jane,No Quote
7771,4/7/2011,Jane,Lose
7772,4/8/2011,Bob,Lead
7772,4/12/2011,Bob,Contact
7772,4/13/2011,Bob,Contact
7772,4/19/2011,Bob,Contact
7772,4/20/2011,Bob,No Quote
7772,4/21/2011,Bob,Lose
7773,4/22/2011,Mary,Lead
7773,4/26/2011,Mary,Contact
7773,4/28/2011,Mary,Contact
7773,5/2/2011,Mary,Contact
7773,5/3/2011,Mary,Contact
7773,5/4/2011,Mary,Quote
7773,5/5/2011,Mary,Lose
7774,5/6/2011,Bill,Lead
7774,5/11/2011,Bill,Contact
7774,5/13/2011,Bill,Contact
7774,5/17/2011,Bill,Contact
7774,5/18/2011,Bill,No Quote
7774,5/19/2011,Bill,Lose
7775,5/20/2011,Jane,Lead
7775,5/25/2011,Jane,Contact
7775,5/26/2011,Jane,Contact
7775,5/27/2011,Jane,Contact
7775,5/30/2011,Jane,Contact
7775,5/31/2011,Jane,Contact
7775,6/1/2011,Jane,Quote
7775,6/2/2011,Jane,Win
7776,6/3/2011,Bob,Lead
7776,6/6/2011,Bob,Contact
7776,6/10/2011,Bob,Contact
7776,6/15/2011,Bob,No Quote
7776,6/16/2011,Bob,Lose
7777,6/17/2011,Mary,Lead
7777,6/21/2011,Mary,Contact
7777,6/22/2011,Mary,Contact
7777,6/23/2011,Mary,Contact
7777,6/24/2011,Mary,Contact
7777,6/28/2011,Mary,Contact
7777,6/29/2011,Mary,Quote
7777,6/30/2011,Mary,Lose
7778,7/1/2011,Bill,Lead
7778,7/8/2011,Bill,Contact
7778,7/11/2011,Bill,Contact
7778,7/12/2011,Bill,Contact
7778,7/13/2011,Bill,No Quote
7778,7/14/2011,Bill,Lose
7779,7/15/2011,Jane,Lead
7779,7/20/2011,Jane,Contact
7779,7/21/2011,Jane,Contact
7779,7/26/2011,Jane,Contact
7779,7/27/2011,Jane,No Quote
7779,7/28/2011,Jane,Lose
7780,7/29/2011,Bob,Lead
7780,8/1/2011,Bob,Contact
7780,8/9/2011,Bob,Contact
7780,8/10/2011,Bob,No Quote
7780,8/11/2011,Bob,Lose
7781,8/12/2011,Mary,Lead
7781,8/17/2011,Mary,Contact
7781,8/18/2011,Mary,Contact
7781,8/22/2011,Mary,Contact
7781,8/23/2011,Mary,Contact
7781,8/24/2011,Mary,Quote
7781,8/25/2011,Mary,Lose
7782,8/26/2011,Bill,Lead
7782,8/29/2011,Bill,Contact
7782,9/2/2011,Bill,Contact
7782,9/5/2011,Bill,Contact
7782,9/6/2011,Bill,Contact
7782,9/7/2011,Bill,No Quote
7782,9/8/2011,Bill,Lose
7783,9/9/2011,Jane,Lead
7783,9/12/2011,Jane,Contact
7783,9/13/2011,Jane,Contact
7783,9/14/2011,Jane,Contact
7783,9/16/2011,Jane,Contact
7783,9/19/2011,Jane,Contact
7783,9/20/2011,Jane,Contact
7783,9/21/2011,Jane,Quote
7783,9/22/2011,Jane,Win
7784,9/23/2011,Bob,Lead
7784,9/26/2011,Bob,Contact
7784,9/28/2011,Bob,Contact
7784,9/29/2011,Bob,Contact
7784,9/30/2011,Bob,Contact
7784,10/5/2011,Bob,Quote
7784,10/6/2011,Bob,Win
7785,10/7/2011,Mary,Lead
7785,10/10/2011,Mary,Contact
7785,10/11/2011,Mary,Contact
7785,10/12/2011,Mary,Contact
7785,10/13/2011,Mary,Contact
7785,10/17/2011,Mary,Contact
7785,10/18/2011,Mary,Contact
7785,10/19/2011,Mary,Quote
7785,10/20/2011,Mary,Win
7786,10/21/2011,Bill,Lead
7786,10/27/2011,Bill,Contact
7786,10/31/2011,Bill,Contact
7786,11/2/2011,Bill,No Quote
7786,11/3/2011,Bill,Lose
7787,11/4/2011,Jane,Lead
7787,11/8/2011,Jane,Contact
7787,11/11/2011,Jane,Contact
7787,11/14/2011,Jane,Contact
7787,11/15/2011,Jane,Contact
7787,11/16/2011,Jane,Quote
7787,11/17/2011,Jane,Lose
7788,11/18/2011,Bob,Lead
7788,11/22/2011,Bob,Contact
7788,11/25/2011,Bob,Contact
7788,11/30/2011,Bob,No Quote
7788,12/1/2011,Bob,Lose
7789,12/2/2011,Mary,Lead
7789,12/5/2011,Mary,Contact
7789,12/7/2011,Mary,Contact
7789,12/12/2011,Mary,Contact
7789,12/14/2011,Mary,No Quote
7789,12/15/2011,Mary,Lose
7790,12/16/2011,Bill,Lead
7790,12/19/2011,Bill,Contact
7790,12/21/2011,Bill,Contact
7790,12/22/2011,Bill,Contact
7790,12/23/2011,Bill,Contact
7790,12/26/2011,Bill,Contact
7790,12/28/2011,Bill,No Quote
7790,12/29/2011,Bill,Lose
7791,12/30/2011,Jane,Lead
7791,1/3/2012,Jane,Contact
7791,1/4/2012,Jane,Contact
7791,1/6/2012,Jane,Contact
7791,1/9/2012,Jane,Contact
7791,1/10/2012,Jane,Contact
7791,1/11/2012,Jane,Quote
7791,1/12/2012,Jane,Lose
7792,1/13/2012,Bob,Lead
7792,1/16/2012,Bob,Contact
7792,1/19/2012,Bob,Contact
7792,1/20/2012,Bob,Contact
7792,1/23/2012,Bob,Contact
7792,1/24/2012,Bob,Contact
7792,1/25/2012,Bob,Quote
7792,1/26/2012,Bob,Win
7793,1/27/2012,Mary,Lead
7793,1/30/2012,Mary,Contact
7793,1/31/2012,Mary,Contact
7793,2/3/2012,Mary,Contact
7793,2/6/2012,Mary,Contact
7793,2/7/2012,Mary,Contact
7793,2/8/2012,Mary,No Quote
7793,2/9/2012,Mary,Lose
7794,2/10/2012,Bill,Lead
7794,2/13/2012,Bill,Contact
7794,2/14/2012,Bill,Contact
7794,2/17/2012,Bill,Contact
7794,2/20/2012,Bill,Contact
7794,2/21/2012,Bill,Contact
7794,2/22/2012,Bill,Quote
7794,2/23/2012,Bill,Lose
7795,2/24/2012,Jane,Lead
7795,2/27/2012,Jane,Contact
7795,2/28/2012,Jane,Contact
7795,2/29/2012,Jane,Contact
7795,3/2/2012,Jane,Contact
7795,3/5/2012,Jane,Contact
7795,3/6/2012,Jane,Contact
7795,3/7/2012,Jane,No Quote
7795,3/8/2012,Jane,Lose
7796,3/9/2012,Bob,Lead
7796,3/14/2012,Bob,Contact
7796,3/15/2012,Bob,Contact
7796,3/20/2012,Bob,Contact
7796,3/21/2012,Bob,No Quote
7796,3/22/2012,Bob,Lose
7797,3/23/2012,Mary,Lead
7797,3/26/2012,Mary,Contact
7797,3/27/2012,Mary,Contact
7797,3/29/2012,Mary,Contact
7797,3/30/2012,Mary,Contact
7797,4/2/2012,Mary,Contact
7797,4/3/2012,Mary,Contact
7797,4/4/2012,Mary,Quote
7797,4/5/2012,Mary,Win
7798,4/6/2012,Bill,Lead
7798,4/11/2012,Bill,Contact
7798,4/16/2012,Bill,Contact
7798,4/18/2012,Bill,No Quote
7798,4/19/2012,Bill,Lose
7799,4/20/2012,Jane,Lead
7799,4/23/2012,Jane,Contact
7799,4/25/2012,Jane,Contact
7799,4/26/2012,Jane,Contact
7799,4/30/2012,Jane,Contact
7799,5/2/2012,Jane,No Quote
7799,5/3/2012,Jane,Lose
7800,5/4/2012,Bob,Lead
7800,5/7/2012,Bob,Contact
7800,5/11/2012,Bob,Contact
7800,5/14/2012,Bob,Contact
7800,5/15/2012,Bob,Contact
7800,5/16/2012,Bob,Quote
7800,5/17/2012,Bob,Lose
7801,5/18/2012,Mary,Lead
7801,5/22/2012,Mary,Contact
7801,5/23/2012,Mary,Contact
7801,5/28/2012,Mary,Contact
7801,5/29/2012,Mary,Contact
7801,5/30/2012,Mary,Quote
7801,5/31/2012,Mary,Win
7802,6/1/2012,Bill,Lead
7802,6/4/2012,Bill,Contact
7802,6/5/2012,Bill,Contact
7802,6/6/2012,Bill,Contact
7802,6/8/2012,Bill,Contact
7802,6/11/2012,Bill,Contact
7802,6/13/2012,Bill,No Quote
7802,6/14/2012,Bill,Lose
7803,6/15/2012,Jane,Lead
7803,6/19/2012,Jane,Contact
7803,6/20/2012,Jane,Contact
7803,6/27/2012,Jane,No Quote
7803,6/28/2012,Jane,Lose
7804,6/29/2012,Bob,Lead
7804,7/2/2012,Bob,Contact
7804,7/4/2012,Bob,Contact
7804,7/5/2012,Bob,Contact
7804,7/9/2012,Bob,Contact
7804,7/11/2012,Bob,No Quote
7804,7/12/2012,Bob,Lose
7805,7/13/2012,Mary,Lead
7805,7/16/2012,Mary,Contact
7805,7/20/2012,Mary,Contact
7805,7/24/2012,Mary,Contact
7805,7/25/2012,Mary,No Quote
7805,7/26/2012,Mary,Lose
7806,7/27/2012,Bill,Lead
7806,7/31/2012,Bill,Contact
7806,8/3/2012,Bill,Contact
7806,8/6/2012,Bill,Contact
7806,8/8/2012,Bill,No Quote
7806,8/9/2012,Bill,Lose
7807,8/10/2012,Jane,Lead
7807,8/13/2012,Jane,Contact
7807,8/14/2012,Jane,Contact
7807,8/15/2012,Jane,Contact
7807,8/17/2012,Jane,Contact
7807,8/20/2012,Jane,Contact
7807,8/22/2012,Jane,Quote
7807,8/23/2012,Jane,Win
7808,8/24/2012,Bob,Lead
7808,8/27/2012,Bob,Contact
7808,8/29/2012,Bob,Contact
7808,8/30/2012,Bob,Contact
7808,8/31/2012,Bob,Contact
7808,9/5/2012,Bob,Quote
7808,9/6/2012,Bob,Win
7809,9/7/2012,Mary,Lead
7809,9/10/2012,Mary,Contact
7809,9/12/2012,Mary,Contact
7809,9/13/2012,Mary,Contact
7809,9/17/2012,Mary,Contact
7809,9/18/2012,Mary,Contact
7809,9/19/2012,Mary,Quote
7809,9/20/2012,Mary,Win
7810,9/21/2012,Bill,Lead
7810,9/25/2012,Bill,Contact
7810,9/26/2012,Bill,Contact
7810,9/27/2012,Bill,Contact
7810,10/3/2012,Bill,No Quote
7810,10/4/2012,Bill,Lose
7811,10/5/2012,Jane,Lead
7811,10/9/2012,Jane,Contact
7811,10/12/2012,Jane,Contact
7811,10/17/2012,Jane,No Quote
7811,10/18/2012,Jane,Lose
7812,10/19/2012,Bob,Lead
7812,10/22/2012,Bob,Contact
7812,10/25/2012,Bob,Contact
7812,10/26/2012,Bob,Contact
7812,10/31/2012,Bob,No Quote
7812,11/1/2012,Bob,Lose
7813,11/2/2012,Mary,Lead
7813,11/6/2012,Mary,Contact
7813,11/7/2012,Mary,Contact
7813,11/8/2012,Mary,Contact
7813,11/12/2012,Mary,Contact
7813,11/13/2012,Mary,Contact
7813,11/14/2012,Mary,Quote
7813,11/15/2012,Mary,Win
7814,11/16/2012,Bill,Lead
7814,11/21/2012,Bill,Contact
7814,11/23/2012,Bill,Contact
7814,11/26/2012,Bill,Contact
7814,11/27/2012,Bill,Contact
7814,11/28/2012,Bill,No Quote
7814,11/29/2012,Bill,Lose
7815,11/30/2012,Jane,Lead
7815,12/3/2012,Jane,Contact
7815,12/4/2012,Jane,Contact
7815,12/5/2012,Jane,Contact
7815,12/10/2012,Jane,Contact
7815,12/11/2012,Jane,Contact
7815,12/12/2012,Jane,Quote
7815,12/13/2012,Jane,Win
7816,12/14/2012,Bob,Lead
7816,12/25/2012,Bob,Contact
7816,12/26/2012,Bob,No Quote
7816,12/27/2012,Bob,Lose
7817,12/28/2012,Mary,Lead
7817,12/31/2012,Mary,Contact
7817,1/1/2013,Mary,Contact
7817,1/2/2013,Mary,Contact
7817,1/3/2013,Mary,Contact
7817,1/7/2013,Mary,Contact
7817,1/8/2013,Mary,Contact
7817,1/9/2013,Mary,Quote
7817,1/10/2013,Mary,Lose
7818,1/11/2013,Bill,Lead
7818,1/15/2013,Bill,Contact
7818,1/16/2013,Bill,Contact
7818,1/17/2013,Bill,Contact
7818,1/18/2013,Bill,Contact
7818,1/22/2013,Bill,Contact
7818,1/23/2013,Bill,Quote
7818,1/24/2013,Bill,Win
7819,1/25/2013,Jane,Lead
7819,1/29/2013,Jane,Contact
7819,2/4/2013,Jane,Contact
7819,2/5/2013,Jane,Contact
7819,2/6/2013,Jane,No Quote
7819,2/7/2013,Jane,Lose
7820,2/8/2013,Bob,Lead
7820,2/13/2013,Bob,Contact
7820,2/15/2013,Bob,Contact
7820,2/18/2013,Bob,Contact
7820,2/20/2013,Bob,No Quote
7820,2/21/2013,Bob,Lose
7821,2/22/2013,Mary,Lead
7821,2/26/2013,Mary,Contact
7821,2/27/2013,Mary,Contact
7821,3/4/2013,Mary,Contact
7821,3/6/2013,Mary,No Quote
7821,3/7/2013,Mary,Lose
7822,3/8/2013,Bill,Lead
7822,3/11/2013,Bill,Contact
7822,3/13/2013,Bill,Contact
7822,3/20/2013,Bill,Quote
7822,3/21/2013,Bill,Win
7823,3/22/2013,Jane,Lead
7823,3/26/2013,Jane,Contact
7823,3/27/2013,Jane,Contact
7823,3/28/2013,Jane,Contact
7823,3/29/2013,Jane,Contact
7823,4/1/2013,Jane,Contact
7823,4/3/2013,Jane,No Quote
7823,4/4/2013,Jane,Lose
7824,4/5/2013,Bob,Lead
7824,4/8/2013,Bob,Contact
7824,4/10/2013,Bob,Contact
7824,4/12/2013,Bob,Contact
7824,4/16/2013,Bob,Contact
7824,4/17/2013,Bob,No Quote
7824,4/18/2013,Bob,Lose
